id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
3125,"Thruway Authority, New York",0,18,97,2,0,0,1,0,0,0,0,0,0
3126,"University of California, Davis, California",50,5,225,3,0,0,0,0,0,1,1,0,0
3127,"Union County Sheriff's Office, Union County, NJ",0,3,1,1,0,0,0,0,0,1,0,0,0
3128,"Sea Isle City Police Department, Sea Isle City, NJ",0,4,0,1,0,0,1,0,0,0,0,0,0
3129,"Cape May Police Department, Cape May, NJ",0,3,0,1,0,0,1,0,0,0,0,0,0
3130,"Pennsauken Township Police, Pennsauken Township, NJ",0,11,0,1,0,0,0,0,0,0,0,0,0
3131,"Watchung Police Department, Watchung, NJ",5,3,15,1,0,0,0,0,0,0,0,0,0
3132,"Bradley Beach Police Department, Bradley Beach, NJ",111,9,2,1,1,0,0,0,0,0,1,0,0
3133,"Hempfield Area School District, Westmoreland County, PA",2,4,29,4,0,0,1,1,0,1,0,0,0
3134,"The Somerset Hills School District, Bernardsville, NJ",0,4,5,1,0,0,1,0,0,0,0,0,0
3135,"East Brunswick Public Schools, East Brunswick, NJ",0,4,1,1,0,0,1,0,0,0,0,0,0
3136,"Town of Longmeadow, Longmeadow, MA",1,2,51,1,0,0,0,0,0,0,1,0,0
3137,"Air Force, Personnel Center, United States of America",0,2,0,2,0,0,0,0,0,0,0,0,0
3138,"Department of Veterans Affairs, Veterans Benefits Administration, United States of America",82,10,17,2,3,1,0,0,0,6,0,0,0
3140,"Mayor’s Office, Newark, NJ",17,3,7,3,2,0,0,0,0,1,2,0,0
3141,"Army, Assistant Secretary for Acquisition, Logistics, and Technology, United States of America",771,12,46,2,2,0,0,0,0,0,0,0,0
3142,"National Personnel Records Center, Military Personnel Records, United States of America",157,6,121,33,1,0,11,4,0,13,17,1,0
3143,"U.S. Army, Research, Development and Engineering Command, United States of America",0,12,8,2,0,0,2,0,0,0,0,0,0
3144,"Department of Labor Office of Inspector General, United States of America",48,3,7,3,1,0,1,0,0,1,1,0,0
3145,"Department of Commerce, Office of Inspector General, United States of America",48,7,20,3,0,0,3,0,0,0,1,0,0
3146,"Secretary of the Commonwealth of Massachusetts, Massachusetts",212,8,223,19,1,0,6,5,0,6,6,0,0
3147,"Avon Town Administrator, Avon, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3148,"Bridgewater Town Manager, Bridgewater, MA",18,3,2,2,0,0,0,0,0,1,1,0,0
3149,"Brockton Mayor, Brockton, MA",0,1,0,4,0,0,0,0,0,0,0,0,0
3150,"Canton Town Administrator, Canton, MA",4,2,0,1,0,0,0,0,0,0,1,0,0
3151,"Dedham Town Administrator, Dedham, MA",1,2,1,1,0,0,0,0,0,0,1,0,0
3152,"East Bridgewater Town Administrator, East Bridgewater, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3153,"Easton Town Administrator, Easton, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3154,"Foxborough Town Manager, Foxborough, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3155,"Freetown Town Administrator, Freetown, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3156,"Halifax Town Administrator, Halifax, MA",6,4,3,1,0,0,0,0,0,0,1,0,0
3157,"Hanover Town Manager, Hanover, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3158,"Hanson Town Administrator, Hanson, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3159,"Hull Town Manager, Hull, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3160,"Kingston Town Administrator, Kingston, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3161,"Lakeville Town Administrator, Lakeville, MA",5,2,1,1,0,0,0,0,0,0,1,0,0
3162,"Mansfield Town Manager, Mansfield, MA",0,2,0,1,0,0,1,0,0,0,0,0,0
3163,"Marion Town Administrator, Marion, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3164,"Marshfield Town Administrator, Marshfield, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3165,"Mattapoisett Town Administrator, Mattapoisett, MA",71,4,2,1,0,0,0,0,0,0,1,0,0
3166,"Middleborough Town Manager, Middleborough, MA",0,2,0,1,0,0,1,0,0,0,0,0,0
3167,"Milton Town Administrator, Milton, MA",0,8,0,1,0,0,2,0,0,0,0,0,0
3168,"Norton Town Manager, Norton, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3169,"Norwell Town Administrator, Norwell, MA",5,2,1,1,0,0,0,0,0,0,1,0,0
3170,"Norwood Town Administrator, Norwood, MA",6,2,0,1,0,0,0,0,0,0,1,0,0
3171,"Pembroke Town Administrator, Pembroke, MA",4,2,1,1,0,0,0,0,0,0,1,0,0
3172,"Plymouth Town Manager, Plymouth, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3173,"Plympton Town Coordinator, Plympton, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3174,"Quincy Mayor, Quincy, MA",0,5,0,3,0,0,0,0,0,0,0,0,0
3175,"Randolph Town Manager, Randolph, MA",9,4,0,2,0,0,1,0,0,1,0,0,0
3176,"Raynham Town Administrator, Raynham, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3177,"Rochester Town Administrator, Rochester, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3178,"Rockland Town Administrator, Rockland, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3179,"Scituate Town Administrator, Scituate, MA",35,2,1,1,0,0,0,0,0,0,1,0,0
3180,"Sharon Town Administrator, Sharon, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3181,"Stoughton Town Manager, Stoughton, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
3182,"Walpole Town Administrator, Walpole, MA",0,2,0,1,0,0,0,0,0,0,1,0,0
3183,"Wareham Town Administrator, Wareham, MA",0,2,0,2,0,0,2,0,0,0,0,0,0
3184,"West Bridgewater Town Administrator, West Bridgewater, MA",26,4,1,1,0,0,0,1,0,0,1,0,0
3185,"Westwood Town Administrator, Westwood, MA",0,1,0,1,0,0,0,0,0,0,0,0,0
3186,"Weymouth Mayor, Weymouth, MA",39,8,8,1,1,0,0,2,0,0,1,0,0
3187,"Whitman Town Administrator, Whitman, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
3188,"South Carolina Election Commission, South Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0
3189,"Selective Service System, United States of America",153,5,114,6,6,0,0,0,2,1,7,0,0
3190,"U.S. Army, Office of the Provost Marshal General, United States of America",114,6,3,2,0,0,0,0,0,2,0,0,0
3191,"Outagamie County Sheriff, Outagamie County, WI",8,2,2,1,0,0,0,0,0,0,1,0,0
3192,"Connecticut Lottery Corporation, Connecticut",57,5,256,10,6,0,1,0,0,0,12,1,0
3193,"Armed Services Board of Contract Appeals, United States of America",2,3,1,2,0,0,0,0,0,2,0,0,0
3194,"Defense Commissary Agency, United States of America",49,3,21,3,0,0,0,0,0,1,1,0,0
3195,"U.S. International Trade Commission, United States of America",52,9,311,3,11,0,1,0,0,0,4,0,0
3197,"Administrative Conference of the United States, United States of America",22,3,2,1,0,0,0,0,0,1,0,0,0
3198,"Special Inspector General for Iraq Reconstruction, United States of America",24,4,6,3,3,0,2,0,0,2,0,0,0
3200,"National Endowment for the Arts, United States of America",34,2,0,2,0,0,0,0,0,1,0,0,0
3201,"United States Trade and Development Agency, United States of America",418,10,54,3,1,0,0,0,0,1,4,1,0
3202,"Defense Nuclear Facilities Safety Board, United States of America",51,4,12,3,3,0,0,0,0,1,2,0,0
3203,"American Battle Monuments Commission, United States of America",10,1,1,2,0,0,0,0,0,1,0,0,0
3206,"Commodity Futures Trading Commission, United States of America",124,3,1376,8,0,0,2,0,0,1,4,0,0
3207,"Council on Environmental Quality, United States of America",26,4,2,1,0,0,0,0,0,1,0,0,0
3208,"Court Services and Offender Supervision Agency, United States of America",841,29,0,1,0,0,0,0,0,1,0,0,0
3209,"University of California, Los Angeles, California",117,7,26,5,2,0,1,0,0,3,1,0,0
3210,"Oak Park and River Forest High School, Cook County, IL",1,4,1,1,0,0,0,0,0,0,1,0,0
3211,"Brookline Housing Authority, Brookline, MA",99,9,0,2,0,0,2,0,0,2,0,0,0
3213,"United States Air Force Academy, United States of America",334,13,13,4,0,0,6,0,0,0,0,0,1
3214,"Marine Corps Combat Development Center, United States of America",0,12,0,1,0,0,0,0,0,0,0,0,0
3216,"Secretary of the Commonwealth of Massachusetts, Public Records Division, Massachusetts",171,5,52,14,2,0,7,0,0,2,5,0,0
3217,"Danville Police Department, Danville, VA",0,3,0,4,0,0,5,1,0,0,0,0,0
3219,"Maryland Public Broadcasting Commission, Maryland",0,3,0,1,0,0,0,0,0,0,0,0,0
3220,"Danville City Clerk, Danville, VA",0,0,0,0,0,0,0,0,0,0,0,0,0
3221,"Danville City Treasurer, Danville, VA",1,7,0,1,0,0,2,0,0,0,0,0,0
3222,"Fairfax County Department of Tax Administration, Fairfax County, VA",0,5,0,1,0,0,1,1,0,0,0,0,0
3223,"U.S. Army, Military Operations, United States of America",64,11,24,4,0,0,1,0,0,4,0,0,0
3224,"City of Boston, Law Department, Boston, MA",371,19,184,7,0,0,2,0,1,0,2,3,0
3225,"Appleton Department of Public Works, City of Appleton, WI",0,4,9,1,0,0,0,0,0,0,0,0,0
3226,"Lake Winnebago Area Metropolitan Enforcement Group, Winnebago County, WI",0,6,16,2,0,0,0,1,0,0,0,0,0
3227,"Scarsdale Court, Scarsdale, NY",32,3,0,1,0,0,0,0,1,0,0,0,0
3228,"Scarsdale Village Clerk, Scarsdale, NY",45,7,1,1,0,0,1,0,0,0,1,0,0
3230,"MBTA Transit Police, Massachusetts",99,4,24,11,1,0,0,4,0,2,5,0,0
3231,"Watertown Auditor, Watertown, MA",146,15,12,1,0,0,1,0,0,0,1,0,0
3232,"Hennepin County Library Board, Hennepin County, MN",28,8,80,2,0,0,2,2,0,0,1,0,0
3234,"Marine Corps Air Station-Cherry Point, United States of America",24,4,25,4,0,0,0,0,0,3,1,0,0
3343,"Acton Town Clerk, Acton, MA",23,6,0,3,0,0,1,1,0,1,0,0,0
3344,"Adams Town Clerk, Adams, MA",80,14,0,2,1,0,0,0,0,0,1,0,0
3345,"Andover Town Clerk, Andover, MA",0,5,0,2,1,0,3,2,0,0,0,0,0
3346,"Arlington Town Clerk, Arlington, MA",54,9,3,4,6,0,1,0,0,1,2,1,0
3347,"Ashland Town Clerk, Ashland, MA",15,3,1,3,1,0,0,1,0,1,0,0,0
3348,"Attleboro City Clerk, Attleboro, MA",13,3,143,2,0,0,0,1,0,1,3,0,0
3349,"Auburn Town Clerk, Auburn, MA",6,3,16,2,0,0,0,1,0,0,2,0,0
3350,"Avon Town Clerk, Avon, MA",21,3,2,2,0,0,0,0,0,1,0,0,0
3351,"Barnstable Town Clerk, Barnstable, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3352,"Belmont Town Clerk, Belmont, MA",0,3,1,2,0,0,0,1,0,0,0,0,0
3353,"Beverly City Clerk, Beverly, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3354,"Billerica Town Clerk, Billerica, MA",0,2,0,2,0,0,1,0,0,0,0,0,0
3355,"Blackstone Town Clerk, Blackstone, MA",0,2,0,1,0,0,1,0,0,0,0,0,0
3356,"Bolton Town Clerk, Bolton, MA",0,54,0,1,0,0,0,0,0,0,0,0,0
3357,"Braintree Town Clerk, Braintree, MA",0,6,0,2,0,0,2,0,0,0,0,0,0
3358,"Brookline Town Clerk, Brookline, MA",0,15,3,4,0,0,0,0,0,0,0,1,0
3359,"Burlington Town Clerk, Burlington, MA",27,6,0,2,0,0,2,1,0,1,0,0,0
3360,"Canton Town Clerk, Canton, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
3361,"Carver Town Clerk, Carver, MA",7,2,0,1,0,0,0,0,0,0,1,0,0
3362,"Charlton Town Clerk, Charlton, MA",28,8,0,1,0,0,0,0,0,0,1,0,0
3363,"Chatham Town Clerk, Chatham, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3364,"Chelmsford Town Clerk, Chelmsford, MA",1,2,0,2,0,0,0,1,0,1,0,0,0
3365,"Cohasset Town Clerk, Cohasset, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3366,"Concord Town Clerk, Concord, MA",0,2,2,2,0,0,0,1,0,0,0,0,0
3367,"Dalton Town Clerk, Dalton, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3368,"Danvers Town Clerk, Danvers, MA",0,4,0,1,0,0,0,1,0,0,0,0,0
3369,"Dedham Town Clerk, Dedham, MA",28,3,0,1,0,0,0,0,0,0,1,0,0
3370,"Dennis Town Clerk, Dennis, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3371,"Duxbury Town Clerk, Duxbury, MA",0,6,0,1,0,0,1,0,0,0,0,0,0
3372,"Edgartown Town Clerk, Edgartown, MA",18,6,0,1,0,0,0,0,0,0,1,0,0
3373,"Falmouth Town Clerk, Falmouth, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3374,"Framingham Town Clerk, Framingham, MA",7,4,0,2,0,0,2,0,0,1,0,0,0
3375,"Franklin Town Clerk, Franklin, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3376,"Freetown Town Clerk, Freetown, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3377,"Gloucester City Clerk, Gloucester, MA",25,3,0,1,0,0,0,0,0,0,1,0,0
3378,"Grafton Town Clerk, Grafton, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3379,"Groton Town Clerk, Groton, MA",0,3,0,3,0,0,0,1,0,0,0,0,0
3380,"Groveland Town Clerk, Groveland, MA",106,9,0,1,0,0,0,0,0,0,1,0,0
3381,"Hingham Town Clerk, Hingham, MA",2,2,0,1,0,0,0,0,0,0,1,0,0
3382,"Hopkinton Town Clerk, Hopkinton, MA",246,6,0,2,0,0,2,1,0,0,0,0,1
3383,"Hull Town Clerk, Hull, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3384,"Ipswich Town Clerk, Ipswich, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3385,"Lexington Town Clerk, Lexington, MA",1,3,0,2,0,0,0,1,0,1,0,0,0
3386,"Lincoln Town Clerk, Lincoln, MA",14,2,3,2,0,0,0,0,0,1,1,0,0
3387,"Littleton Town Clerk, Littleton, MA",132,10,1,2,0,0,2,0,0,1,0,0,0
3388,"Lynn City Clerk, Lynn, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3389,"Lynnfield Town Clerk, Lynnfield, MA",0,8,0,1,0,0,1,0,0,0,0,0,0
3390,"Malden City Clerk, Malden, MA",0,34,0,2,0,0,0,0,0,0,0,0,0
3391,"Marblehead Town Clerk, Marblehead, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3392,"Marlborough City Clerk, Marlborough, MA",0,6,2,2,0,0,1,2,0,0,0,0,0
3393,"Marshfield Town Clerk, Marshfield, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3394,"Maynard Town Clerk, Maynard, MA",25,7,7,2,0,0,0,0,0,0,1,0,0
3395,"Medfield Town Clerk, Medfield, MA",0,4,0,1,0,0,0,1,0,0,0,0,0
3396,"Medford City Clerk, Medford, MA",1,9,0,2,0,0,0,1,0,1,0,0,0
3397,"Medway Town Clerk, Medway, MA",162,13,63,1,0,0,0,0,0,0,1,0,0
3398,"Melrose City Clerk, Melrose, MA",32,3,71,3,0,0,0,4,0,0,2,0,0
3399,"Middleton Town Clerk, Middleton, MA",3,2,55,1,0,0,0,0,0,0,1,0,0
3400,"Milford Town Clerk, Milford, MA",18,2,0,1,0,0,0,0,0,0,1,0,0
3401,"Millis Town Clerk, Millis, MA",0,11,0,1,0,0,1,1,0,0,0,0,0
3402,"Milton Town Clerk, Milton, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3403,"Natick Town Clerk, Natick, MA",13,3,0,2,0,0,0,1,0,2,0,0,0
3404,"Needham Town Clerk, Needham, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3405,"New Bedford City Clerk, New Bedford, MA",43,3,115,7,0,0,1,4,0,1,6,0,0
3406,"Newbury Town Clerk, Newbury, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3407,"Newburyport City Clerk, Newburyport, MA",28,3,0,1,0,0,0,0,0,0,1,0,0
3408,"Newton City Clerk, Newton, MA",13,2,0,3,0,0,0,0,0,1,1,0,0
3409,"Norfolk Town Clerk, Norfolk, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3410,"North Andover Town Clerk, North Andover, MA",44,5,0,1,0,0,0,0,0,0,1,0,0
3411,"North Attleborough Town Clerk, North Attleborough, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3412,"Northborough Town Clerk, Northborough, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3413,"Norton Town Clerk, Norton, MA",2,2,0,1,0,0,0,0,0,0,1,0,0
3414,"Oxford Town Clerk, Oxford, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3415,"Peabody City Clerk, Peabody, MA",0,1,0,2,0,0,0,1,0,0,0,0,0
3416,"Pepperell Town Clerk, Pepperell, MA",6,5,0,2,0,0,0,1,0,1,0,0,0
3417,"Plymouth Town Clerk, Plymouth, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3418,"Quincy City Clerk, Quincy, MA",0,7,0,5,1,0,3,1,0,0,0,0,0
3419,"Raynham Town Clerk, Raynham, MA",0,3,0,1,0,0,0,2,0,0,0,0,0
3420,"Reading Town Clerk, Reading, MA",0,5,0,2,0,0,1,1,0,0,0,0,0
3421,"Revere City Clerk, Revere, MA",50,2,9,3,0,0,0,1,0,0,1,0,0
3422,"Richmond Town Clerk, Richmond, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3423,"Rockport Town Clerk, Rockport, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3424,"Rowley Town Clerk, Rowley, MA",44,4,13,1,0,0,0,0,0,0,1,0,0
3425,"Rutland Town Clerk, Rutland, MA",0,3,0,1,0,0,1,0,0,0,0,0,0
3426,"Salem City Clerk, Salem, MA",0,2,0,1,0,0,1,0,0,0,0,0,0
3427,"Saugus Town Clerk, Saugus, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3428,"Scituate Town Clerk, Scituate, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3429,"Seekonk Town Clerk, Seekonk, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3430,"Sharon Town Clerk, Sharon, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3431,"Southborough Town Clerk, Southborough, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3432,"Southwick Town Clerk, Southwick, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3433,"Springfield City Clerk, Springfield, MA",0,3,1,1,1,0,1,0,0,0,0,0,0
3434,"Sterling Town Clerk, Sterling, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3435,"Stoneham Town Clerk, Stoneham, MA",0,8,0,2,0,0,0,1,0,0,0,0,0
3436,"Sturbridge Town Clerk, Sturbridge, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3437,"Sudbury Town Clerk, Sudbury, MA",0,6,0,2,0,0,0,2,0,0,0,0,0
3438,"Swampscott Town Clerk, Swampscott, MA",29,3,0,1,0,0,0,0,0,0,1,0,0
3439,"Tewksbury Town Clerk, Tewksbury, MA",0,7,0,2,0,0,2,1,0,0,0,0,0
3440,"Tyngsborough Town Clerk, Tyngsborough, MA",0,4,2,2,0,0,0,1,0,0,0,0,0
3441,"Upton Town Clerk, Upton, MA",0,54,0,1,0,0,0,0,0,0,0,0,0
3442,"Wakefield Town Clerk, Wakefield, MA",0,3,0,2,0,0,1,1,0,0,0,0,0
3443,"Walpole Town Clerk, Walpole, MA",10,8,2,2,0,0,0,0,0,1,0,0,0
3444,"Waltham City Clerk, Waltham, MA",0,5,1,2,0,0,2,0,0,0,0,0,0
3445,"Watertown Town Clerk, Watertown, MA",0,24,0,4,0,0,0,0,0,0,0,0,0
3446,"Wayland Town Clerk, Wayland, MA",0,7,0,2,0,0,0,1,0,0,0,0,0
3447,"Wellesley Town Clerk, Wellesley, MA",2,4,0,1,0,0,1,1,0,0,1,0,0
3448,"West Tisbury Town Clerk, Bolton, MA",1,2,0,1,0,0,0,0,0,0,1,0,0
3449,"Weston Town Clerk, Weston, MA",0,3,1,2,0,0,0,1,0,0,0,0,0
3450,"Weymouth Town Clerk, Weymouth, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3451,"Wilbraham Town Clerk, Wilbraham, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3452,"Wilmington Town Clerk, Wilmington, MA",0,7,0,2,0,0,1,1,0,0,0,0,0
3453,"Winchester Town Clerk, Winchester, MA",12,3,2,2,0,0,0,0,0,1,0,0,0
3454,"Winthrop Town Clerk, Winthrop, MA",0,2,0,1,0,0,1,0,0,0,0,0,0
3455,"Worcester City Clerk, Worcester, MA",0,2,0,1,0,0,0,1,0,0,0,0,0
3456,"River Forest Police Department, River Forest, IL",-71,3,49,7,1,0,0,0,0,5,2,0,0
3458,"River Forest Public Library, River Forest, IL",0,3,17,1,0,0,0,0,0,0,1,0,0
3459,"State Liquor Authority, New York",29,5,377,13,0,0,4,0,0,0,4,0,0
3460,"Belleville Public Schools, Belleville, NJ",0,57,0,1,0,0,0,0,0,0,0,0,0
3461,"Tufts University Police, Medford, MA",0,37,0,1,0,0,0,0,0,0,0,0,0
3463,"Greenville Police Department, Greenville, SC",15,5,0,1,0,0,1,0,0,1,0,0,0
3464,"Greenville County Sheriff's Department, Greenville County, SC",43,6,17,2,2,0,0,0,0,1,1,0,0
3465,"Greer Police Department, Greer, SC",0,2,0,1,0,0,0,0,0,1,0,0,0
3466,"Prairie View A&M University, Prairie View, TX",34,8,926,2,1,0,0,0,0,0,2,0,0
3467,"Travis County Sheriff's Department, Texas",11,10,55,6,0,0,7,1,0,0,1,0,0
3470,"Lowell Human Relations, Lowell, MA",87,9,0,1,0,0,1,0,0,1,0,0,0
3471,"Ethics Commission, Massachusetts",23,4,133,6,0,0,4,0,0,2,2,1,0
3472,"Department of Insurance, South Carolina",1,2,0,2,0,0,0,0,0,1,1,0,0
3473,"River Forest Public Schools District 90, River Forest, IL",7,6,221,2,0,0,0,0,0,0,2,0,0
3474,"River Forest Park District, River Forest, IL",0,0,0,0,0,0,0,0,0,0,0,0,0
3475,"University of California, Irvine, California",30,4,16,5,1,0,0,0,0,2,0,0,0
3476,"Brooklyn College, New York City, NY",600,15,0,4,0,0,0,0,1,2,1,0,0
3477,"New York State Senate, New York",-354,2,12,1,0,0,0,0,1,0,0,0,0
3479,"City of Lawrence, Finance Department, Lawrence, MA",1,2,0,1,0,0,0,0,0,1,0,0,0
3480,"Loudoun County Sheriff's Office, Loudoun County, VA",48,4,22,4,0,0,3,0,1,0,1,0,0
3481,"South Jersey Transportation Authority, New Jersey",79,10,3,1,0,0,2,0,0,1,0,1,0
3483,"Ithaca Police Department, Ithaca, NY",71,7,77,2,2,0,0,1,0,1,1,0,0
3484,"Birmingham Police Department, Birmingham, AL",0,17,0,4,0,0,1,0,0,0,0,0,0
3485,"Manhattan Borough President's Office, New York City, NY",56,9,100,10,4,0,2,3,0,2,5,0,0
3486,"Office of the Comptroller of New York City, New York City, NY",105,6,47,12,5,0,1,0,1,2,7,0,0
3487,"office, New York City, NY",0,0,0,0,0,0,0,0,0,0,0,0,0
3488,"City of Greer, Greer, SC",1,3,5,2,0,0,1,0,0,0,1,1,0
3489,"Framingham Finance Department, Framingham, MA",0,21,0,1,0,0,1,0,0,0,0,0,0
3491,"Minnesota Department of Public Safety, Minnesota",6,8,4,3,0,0,0,0,0,2,0,0,0
3492,"Mayor's Office, Lincoln, NE",4,2,4,1,0,0,0,0,0,0,1,0,0
3494,"Ithaca City Clerk, Ithaca, NY",15,6,1,1,0,0,1,0,2,0,0,0,0
3497,"Florida Bar, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0
3498,"Collier County Public Schools, Collier County, FL",116,13,317,16,4,0,1,19,0,0,15,0,0
3499,"Lenox Police Department, Lenox, MA",99,7,0,2,0,0,1,0,0,1,0,0,0
3500,"Department of Corrections, Utah",20,7,356,12,3,0,1,11,4,6,7,0,0
3501,"Office of the Governor - Utah, Utah",30,4,619,3,0,0,1,0,0,0,2,0,0
3502,"Office of the State Auditor, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3503,"Department of Agriculture and Food, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3504,"State Building Board, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3505,"Department of Transportation, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3506,"Department of Health, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3507,"Board of Education, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3508,"Department of Veterans and Military Affairs, Utah",0,0,0,0,0,0,0,0,0,0,0,0,0
3509,"State Auditor, Delaware",0,0,0,0,0,0,0,0,0,0,0,0,0
3511,"U.S. Army Morale, Welfare and Recreation (MWR), United States of America",55,6,2,1,0,0,1,0,0,1,0,0,0
3512,"Occupational Safety and Health Administration (OSHA), Region IX: San Francisco, United States of America",136,11,527,3,4,0,2,2,0,1,4,0,0
3513,"George W Bush (43) Presidential Library, United States of America",358,12,562,35,71,0,38,2,1,4,10,0,0
3514,"Department of Parks & Recreation, New York City, NY",281,15,2014,3,0,0,0,0,0,0,2,1,0
3516,"Department of Veterans Affairs, Veterans Health Administration, United States of America",77,7,165,7,2,0,3,0,0,0,2,0,0
3517,"Machias Town Hall, Machias, ME",0,7,87,1,0,0,0,1,0,0,0,1,0
3519,"Department of Justice, Civil Rights Division, United States of America",496,10,56,10,11,0,5,0,0,4,1,0,0
3520,"Navy Personnel Command, United States of America",21,2,174,16,2,0,4,0,0,4,12,0,0
3522,"West Virginia Intelligence Fusion Center, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0
3523,"Boston Fire Department, Boston, MA",20,3,19,4,1,0,1,0,0,1,1,0,0
3524,"Office of the Attorney General - California, California",55,5,3777,11,6,0,6,0,1,5,10,0,0
3525,"Office of the State Auditor, Maine",0,2,16,3,0,0,1,0,0,0,0,0,0
3526,"Pinal County Sheriff's Office, Pinal County, AZ",0,6,0,3,2,0,7,0,0,0,0,0,0
3527,"West Virginia Joint Intelligence Center, United States of America",0,14,0,1,0,0,4,0,0,0,0,0,0
3528,"Eloy Police Department, Eloy, AZ",34,5,1,1,0,0,1,0,0,1,0,0,0
3529,"Florence Police Department, Florence, AZ",19,3,14,5,0,0,0,0,0,1,3,0,0
3530,"Santa Cruz County Sheriff's Office, Santa Cruz County, AZ",0,15,0,1,0,0,0,0,0,0,0,0,0
3531,"Scottsdale Police Department, Scottsdale, AZ",0,17,1,7,0,0,2,3,0,1,0,0,0
3532,"Tempe Police Department, Tempe, AZ",15,12,7,1,0,0,2,0,0,1,0,0,0
3533,"Mesa Police Department, Mesa, AZ",0,5,0,5,2,0,6,0,0,0,0,0,0
3534,"Yavapai County Sheriff's Office, Yavapai County, AZ",0,4,0,1,1,0,1,0,0,0,0,0,0
3535,"Department of Corrections, Mississippi",23,6,17,13,1,0,1,5,2,1,0,0,0
3536,"Department of Corrections, Louisiana",158,5,361,18,3,0,2,4,2,4,9,2,0
3537,"Southeastern Pennsylvania Regional Task Force, Pennsylvania",0,2,6,2,0,0,0,0,0,0,0,0,0
3538,"U.S. Army Aviation and Missile Life Cycle Management Command, United States of America",0,0,0,0,0,0,0,0,0,0,0,0,0
